valtaHghach,wisdom,,
vam,this,,
van,salute,,
vang,act ,,
vang,act,take action,
vangta',acted ,,
vangta'ghach,action ,,
vangta'ghachmey,actions ,,
vatlh,hundred,,
vav,father,,
vav,father's,,
vav,father,,
vav ghajbe',fatherless,,
vavnI',grandfather,,
vavpu',fathers,,
vavpu',fathers',,
vay',any,,
vay',anything,,
vay',somebody,someone,something
vegh,through,,
veH,border,,
veH,boundary,,
veH,bounds,,
veH Hutlh,boundless,,
veHmey,borders,,
veHmey,boundaries,,
vem,wake up,cease sleeping,
veng,city,,
veng,city,,
vengHom,town,,
vengmey,cities,,
veQ,garbage,,
vergh,dock,,
vergh,dock,,
veS,war,,
veS,,,
vetlh,that,,
vIH,move,,
vIHHa',still,,
vIHta',moved,,
vIHtaH,moves,,
vIHtaH,moving,,
vIp,afraid ,,
vIt,truth,,
vIt,tell the truth,,
vo',forth,,
vo',from,,
vo',of,,
vogh,somewhere,,
voq,trust,,
voq,trust,have faith in,
voqghach,belief,,
voqHa'moHlu',adultery ,,
voqHa'moHwI',adulterer ,,
voqHa'moHwI'pu',adulterers ,,
voqmoH,faithful,,
voqtaHghach,faithfulness,,
voqtaHqu',confident,,
vuD,opinion,,
vulqan,,,
vum,work,,
vum,works,,
vum,work,toil,
vut,bake,,
vut,cook,,
vutta',baked,,
vuttaH,bakes,,
vutwI',baker,,
vutwI'pu',bakers,,
vutwI'pu',bakers',,
vuv,respect,,
wa',one,,
wa'DIch,first,,
wa'Hu',yesterday,,
wa'leS,tomorrow,,
wa'leS,tomorrow,,
wa'maH,ten,,
wa'maH jav,sixteen,,
wa'maH javDIch,sixteenth,,
wa'maHmey,tens,,
wab,sound,,
wabmey,sounds,,
wam,hunt,,
wamwI',hunter,,
wanI',phenomenon,event,occurrence
waq,shoe,,
wej,three,,
wejDIch,third,,
wejmaH,thirty,,
wejpuH,,,
wem,violate,,
wem,violation,,
wep,jacket,coat,
wew,glow,,
wIb,sour,,
wIb,be sour,be bitter,be tart
wIgh,genius,,
wIj,my,,
wIjghachHom,garden,,
wIjghachHommey,gardens,,
wIv,appointed,,
wIv,choose,select,
wIvpu',chosen,,
woD,dash,,
woD,purge,,
woD,throw away,discard,
woDtaH,wastes,,
wot,verb,,
wov,light,,
wov,be light,be bright,
wuq,,,
wuQ,have a headache,,
wuSDu',lips,,
wuv,depend on,rely on,
yab,mind,,
yab,mind,brain,
yaH,duty station,station,
yaj,understand,,
yajtaHghach,understanding,,
yap,enough,,
yap,be enough,be sufficient,
yaS,officer,,
yav,ground,,
yay,victory,triumph,
yej,assembly,,
yejmey,assemblies,,
yem,sin,,
yemmey,sins,,
yempu',sinned,,
yemqu'taH,sinful,,
yemtaH,sinning,,
yemwI',sinner,,
yemwI'pu',sinners,,
yemwI'pu',transgressors,,
yep,carefully,,
yep,be careful,,
yIH,tribble,,
yIlegh,behold,,
yImev,don't,,
yIn,alive ,,
yIn,dwell,,
yIn,life,,
yIn,live,,
yIn,lives,,
yIn,live,,
yIn,life,,
yInmoHqa',revive,,
yInmoHqa'ta',revived,,
yInmoHqa'taH,revives,,
yInmoHqa'taH,reviving,,
yInta',lived,,
yIntaH,dwells,,
yIntaH,living,,
yIntaH,lodged,,
yIQ,be wet,,
yIQchoHmoH,baptize,,
yIQchoHmoHghach,baptism,,
yIQchoHmoHghachmey,baptisms,,
yIQchoHmoHta',baptized,,
yIQchoHmoHtaH,baptizes,,
yIQchoHmoHtaH,baptizing,,
yIQchoHmoHwI',baptist,,
yIQchoHmoHwI',baptizer,,
yIt,tread,,
yIt,walk,,
yIt,walk,,
yItIv,merry,,
yItIv,rejoice,,
yItta',walked,,
yIttaH,walks,,
yIv,chew,,
yoD,buckler,,
yoD,shield,,
yoD,shield,,
yoDjuH'a',fortress,,
yoH,be brave,,
yoj,judgment,,
yon,be satisfied,,
yonmoH,satisfy,,
yotlh,field,,
yov,charge,,
yu',question,interrogate,
yub,chaff,,
yuch,chocolate,,
yuD,be dishonest,,
yupma'mey,feasts,,
yuQ,planet,,
yuv,push,,
